stage,L,Nv,q,W,alpha,bc,placement,n_real,seed_base,n_spacings,D_pooled,p_pooled,D_min,D_med,D_max,mean_abs_dR2,d_GUE,d_Pois,r_mean,D_excess,ks_pass,r2_pass,gue_closer,stab_pass,composite_ok,runtime_s
A,24,8,0.3,1.0,0.5,open,cluster,3,96,1029,0.309533,5.50479e-85,0.292716,0.314315,0.335659,0.199895,0.19077,0.147106,0.4826,0.277083,False,False,False,True,False,0.205879
A,24,8,1.0,1.0,0.5,open,regular,3,96,1029,0.0385437,0.0976801,0.0396165,0.0418766,0.0450952,0.114437,0.11429,0.215681,0.598369,0.00609371,True,False,True,True,False,0.204298
A,24,8,1.0,1.0,0.5,open,cluster,3,96,1029,0.111956,1.73248e-11,0.0986384,0.138473,0.140981,0.12804,0.119137,0.177092,0.594846,0.079506,False,False,True,True,False,0.207761
A,24,16,0.3,1.0,0.5,open,regular,3,96,1029,0.184488,1.82661e-30,0.18926,0.194387,0.197504,0.186735,0.178516,0.22453,0.508554,0.152038,False,False,True,True,False,0.210121
A,24,16,0.3,1.0,0.5,open,cluster,3,96,1029,0.211463,6.84093e-40,0.189203,0.221953,0.250442,0.154141,0.149453,0.148826,0.525065,0.179013,False,False,False,True,False,0.209188
A,24,16,1.0,1.0,0.5,open,regular,3,96,1029,0.0885921,2.36623e-07,0.0874485,0.0885593,0.0993888,0.180366,0.172757,0.251075,0.56099,0.0561421,True,False,True,True,False,0.217479
A,24,16,1.0,1.0,0.5,open,cluster,3,96,1029,0.0850754,8.18611e-07,0.0756422,0.090872,0.110669,0.122863,0.111452,0.186924,0.585323,0.0526254,True,False,True,True,False,0.23886
A,24,2,0.3,1.0,0.5,torus,protocol,3,96,1016,0.355884,7.91071e-111,0.348488,0.351349,0.373026,0.333756,0.330099,0.25477,0.489843,0.323434,False,False,False,True,False,0.211076
A,24,2,1.0,1.0,0.5,torus,protocol,3,96,1029,0.0825164,1.95701e-06,0.0569625,0.0988766,0.119736,0.105722,0.0975004,0.172422,0.583202,0.0500664,True,False,True,True,False,0.208388
A,24,4,0.3,1.0,0.5,torus,protocol,3,96,1016,0.303094,1.66731e-80,0.288403,0.325727,0.326504,0.261866,0.260144,0.197565,0.503071,0.270644,False,False,False,True,False,0.198345
A,24,4,1.0,1.0,0.5,torus,protocol,3,96,1029,0.0823292,2.08366e-06,0.0587821,0.0984796,0.113222,0.109763,0.103595,0.184712,0.576449,0.0498792,True,False,True,True,False,0.204332
A,24,8,0.3,1.0,0.5,torus,protocol,3,96,1023,0.168025,3.35389e-25,0.117825,0.200451,0.210923,0.150955,0.144305,0.150811,0.544372,0.135575,False,False,True,True,False,0.199755
A,24,8,1.0,1.0,0.5,torus,protocol,3,96,1029,0.0319017,0.252312,0.0401567,0.0430205,0.0530593,0.102975,0.0977876,0.198476,0.599584,-0.00054833,True,False,True,True,False,0.209907
A,24,16,0.3,1.0,0.5,torus,protocol,3,96,1029,0.138966,1.80753e-17,0.0927061,0.155386,0.190642,0.130898,0.122439,0.168244,0.548709,0.106516,False,False,True,True,False,0.210236
A,24,16,1.0,1.0,0.5,torus,protocol,3,96,1029,0.0421352,0.0542139,0.0392848,0.0405676,0.0765444,0.0943515,0.085417,0.186678,0.59161,0.00968525,True,True,True,True,True,0.202698
A,24,2,0.3,1.0,0.3,open,protocol,3,96,1029,0.146484,2.30705e-19,0.149607,0.159375,0.172186,0.243406,0.238985,0.223055,0.615073,0.114034,False,False,False,True,False,0.198928
A,24,2,0.3,1.0,0.4,open,protocol,3,96,1029,0.158673,1.20262e-22,0.155758,0.162977,0.186117,0.252466,0.247924,0.233624,0.622352,0.126223,False,False,False,True,False,0.201026
A,24,2,0.3,1.0,0.6,open,protocol,3,96,1029,0.158422,1.41418e-22,0.144575,0.155504,0.189436,0.238049,0.234786,0.22453,0.617401,0.125972,False,False,False,True,False,0.201854
A,24,2,1.0,1.0,0.3,open,protocol,3,96,1029,0.108401,8.51418e-11,0.0852844,0.105811,0.150529,0.151992,0.144132,0.204129,0.611927,0.0759505,False,False,True,True,False,0.209377
A,24,2,1.0,1.0,0.4,open,protocol,3,96,1029,0.0932818,4.18102e-08,0.0824888,0.11315,0.115377,0.136114,0.130686,0.188644,0.610898,0.0608318,True,False,True,True,False,0.203825
A,24,2,1.0,1.0,0.6,open,protocol,3,96,1029,0.0807788,3.48347e-06,0.0804966,0.0892102,0.0940242,0.133121,0.129808,0.192577,0.629393,0.0483288,True,False,True,True,False,0.201575
A,24,4,0.3,1.0,0.3,open,protocol,3,96,1029,0.159422,7.41059e-23,0.144029,0.172158,0.181478,0.245661,0.24161,0.207816,0.616162,0.126972,False,False,False,True,False,0.204764
A,24,4,0.3,1.0,0.4,open,protocol,3,96,1029,0.152294,6.77484e-21,0.14075,0.161568,0.17796,0.233215,0.229811,0.219614,0.618246,0.119844,False,False,False,True,False,0.230054
A,24,4,0.3,1.0,0.6,open,protocol,3,96,1029,0.162242,1.17288e-23,0.139733,0.175874,0.186586,0.240018,0.236708,0.216665,0.610119,0.129792,False,False,False,True,False,0.200454
A,24,4,1.0,1.0,0.3,open,protocol,3,96,1029,0.0971205,9.46686e-09,0.094786,0.113308,0.128363,0.146026,0.140206,0.193314,0.612534,0.0646705,True,False,True,True,False,0.204836
A,24,4,1.0,1.0,0.4,open,protocol,3,96,1029,0.116662,1.94608e-12,0.107012,0.124385,0.136254,0.141156,0.140124,0.180042,0.600488,0.0842118,False,False,True,True,False,0.197881
A,24,4,1.0,1.0,0.6,open,protocol,3,96,1029,0.109565,5.08225e-11,0.0831581,0.12664,0.15047,0.1429,0.140842,0.186678,0.605946,0.0771154,False,False,True,True,False,0.207026
A,24,8,0.3,1.0,0.3,open,protocol,3,96,1029,0.134895,1.74204e-16,0.111619,0.135068,0.17842,0.198443,0.190434,0.198968,0.616067,0.102445,False,False,True,True,False,0.214954
A,24,8,0.3,1.0,0.4,open,protocol,3,96,1029,0.124692,3.78991e-14,0.115135,0.133887,0.143867,0.197022,0.191002,0.212486,0.619899,0.092242,False,False,True,True,False,0.21364
A,24,8,0.3,1.0,0.6,open,protocol,3,96,1029,0.132476,6.48554e-16,0.118799,0.149462,0.155879,0.202162,0.197973,0.219123,0.62452,0.100026,False,False,True,True,False,0.208374
A,24,8,1.0,1.0,0.3,open,protocol,3,96,1029,0.0631155,0.000609855,0.0286621,0.0971291,0.102409,0.10556,0.100494,0.187661,0.606455,0.0306655,True,False,True,True,False,0.200773
A,24,8,1.0,1.0,0.4,open,protocol,3,96,1029,0.0826611,1.86421e-06,0.0411616,0.114697,0.126633,0.11225,0.104681,0.183729,0.58857,0.0502111,True,False,True,True,False,0.202702
A,24,8,1.0,1.0,0.6,open,protocol,3,96,1029,0.0443936,0.036446,0.0409524,0.0776367,0.0852428,0.127903,0.122709,0.213469,0.615956,0.0119436,True,False,True,True,False,0.208579
A,24,16,0.3,1.0,0.3,open,protocol,3,96,1029,0.104337,4.93295e-10,0.101458,0.110666,0.124731,0.160731,0.15558,0.209291,0.631539,0.071887,False,False,True,True,False,0.233273
A,24,16,0.3,1.0,0.4,open,protocol,3,96,1029,0.107454,1.28976e-10,0.103569,0.119454,0.122056,0.149936,0.145755,0.187416,0.622125,0.0750038,False,False,True,True,False,0.176973
A,24,16,0.3,1.0,0.6,open,protocol,3,96,1029,0.120478,3.09308e-13,0.106709,0.124745,0.150588,0.179847,0.172952,0.205112,0.608581,0.0880283,False,False,True,True,False,0.19658
A,24,16,1.0,1.0,0.3,open,protocol,3,96,1029,0.0502855,0.0117304,0.0546666,0.0610417,0.0695672,0.111781,0.104187,0.197247,0.600024,0.0178355,True,False,True,True,False,0.203407
A,24,16,1.0,1.0,0.4,open,protocol,3,96,1029,0.0306496,0.295474,0.035192,0.0439526,0.075296,0.115858,0.114151,0.213961,0.624148,-0.00180037,True,False,True,True,False,0.23168
A,24,16,1.0,1.0,0.6,open,protocol,3,96,1029,0.0371366,0.121268,0.0362348,0.048666,0.0652335,0.113293,0.108969,0.202655,0.611201,0.0046866,True,False,True,True,False,0.207129
