s_AB,s_zeta
1.02521053,0.63646184
0.68704006,0.68187838
0.70268189,1.19385562
1.81228488,0.76778532
1.34018254,1.07304522
0.77930907,1.00208754
0.31221846,1.04594047
1.61773039,0.89169878
0.37357848,0.90340018
1.45938408,1.38606686
1.59722860,0.77828328
0.48682450,1.34546238
1.37815326,0.68853101
0.95750625,1.51028283
0.49864954,0.66562226
1.13480923,1.04074162
0.16597582,0.86789585
2.04834593,0.09742177
1.30691271,1.53417020
0.28156188,1.44022988
0.37217617,0.75079533
1.89855557,1.36586993
1.00175124,1.37064383
1.04508200,0.22954400
0.83364585,1.47848651
1.29811281,0.63314211
0.75714671,0.54594757
0.74725629,1.84763140
1.09534318,0.91536497
0.82761361,0.33297771
1.80478455,1.26485005
0.39563203,0.76999709
0.91705082,1.25259915
0.53216831,1.31617190
1.32097565,1.47171715
0.22619818,0.68723208
2.35210726,0.43049929
0.91199384,1.27708712
0.53187647,0.87409820
0.56027166,1.05754136
1.86396084,0.49316708
0.74726456,1.35556849
0.99309367,0.90962918
0.44070547,1.79816936
2.28207743,0.75247905
1.87957955,0.50959629
0.33107437,1.09371588
0.21916815,1.23594883
1.48483451,1.19794802
0.25460394,0.68443654
0.61001451,1.01729241
1.45821414,0.64828741
1.23994680,1.35202794
1.22532795,0.47594196
0.65654668,1.09750654
0.44495470,1.82526464
0.91754528,0.67365506
1.28748044,1.50636722
1.26417211,0.43619614
0.77823789,1.06043040
1.20611823,0.84560054
0.55395997,0.50663787
1.59707018,1.41593745
1.98435799,1.20445674
0.57026903,1.04433210
0.48936439,0.58603274
1.16100775,0.96100801
1.03518110,1.89961916
0.49272363,0.48870373
2.10147959,0.86096979
0.18152240,1.22339213
0.76444057,1.16026950
1.45711009,0.78743525
1.20525123,0.85012038
1.12268182,0.69371012
1.13209078,1.14111268
0.75743654,0.50551374
0.91443265,2.13441926
0.63406847,0.87914272
1.18065657,0.90846510
0.59444780,1.17423133
1.71852818,0.49857587
0.58381402,0.84464756
0.75281460,1.43448940
0.76269088,0.92083297
1.24625263,0.67608956
0.24621696,1.05300029
1.65860362,1.21107319
1.32357537,0.81156638
0.78563655,1.09867435
1.82583999,0.89588513
0.58370110,1.64480833
1.12739474,1.14194599
1.30061559,0.38550913
1.05208013,1.05996796
0.51927960,0.63905424
0.37284197,1.05891488
0.94207116,1.21351688
1.69528467,0.58203673
1.02178604,1.31177911
0.28619435,1.43342264
0.65326642,0.89213488
1.08717913,1.08772031
0.43022079,0.84604071
1.23706135,0.64491702
0.74005279,1.41197888
2.22839632,0.59215869
1.82243837,1.77604705
0.40879661,0.35858078
0.21390583,0.70818806
1.07987226,0.84000120
1.17122016,1.28634972
1.33825088,1.51874297
0.58628308,1.46605962
1.12653270,0.20049317
1.84353498,1.08445884
0.36152817,1.41267349
0.99539970,0.56398749
1.96559256,0.75722996
0.50697844,0.67050138
0.45933610,1.55596932
1.31735421,1.21243749
1.10912935,0.52406486
0.34647263,1.50070273
1.16312729,0.96417933
0.52556144,0.65304503
0.75867194,1.34908457
1.57606570,1.12560070
0.37223897,0.83563958
1.60518063,0.88672620
0.98268410,0.86359508
1.52844281,0.90704188
0.81002886,0.82075724
0.86537534,1.42218400
0.70912072,0.36344605
0.57615307,2.19135955
1.27802472,0.93284080
0.65131227,0.74404291
1.09082325,0.70031582
1.10662634,0.68187759
0.61168246,1.28426314
1.38316335,1.03819490
1.07841040,1.21037069
0.71233551,0.55762287
0.74552630,0.98111029
1.47054656,1.21828827
0.96708854,1.07760950
2.29543345,1.11445359
0.37557024,0.95462187
1.38875365,1.18452914
1.63181010,1.04382184
1.13996638,0.75510962
0.58090651,0.87556956
1.24972862,0.94232612
0.43811323,0.82924138
0.81694276,0.49520412
0.51741143,2.06044109
1.15728887,0.93346767
1.57028331,1.18074693
0.35420498,0.38501852
1.45909298,1.68813672
1.08862763,0.56031876
1.03098245,0.72296982
0.86472412,1.28587368
0.20148931,0.95417161
1.12029053,0.98142631
0.36041043,1.13029606
1.73909514,0.73083513
0.62926348,0.42212620
0.87782787,1.94809567
1.45662187,1.34106540
0.56872610,0.50820956
0.81449432,1.58399837
0.95518536,0.40801523
1.05422092,0.52416743
1.76327718,1.47345975
1.56519973,0.61020497
0.53621848,1.26699110
1.07893045,0.86078070
1.57566566,1.05168181
0.96290136,1.56274931
0.91094734,0.87707890
0.79739453,0.84806313
1.15436654,0.67884617
1.04999736,1.07551791
2.30682594,1.89189563
0.99276932,0.27769537
0.49612169,0.65063077
1.43878976,1.01583460
0.12580341,1.09893352
0.52314098,0.79622766
1.27637682,1.31447562
0.20364874,1.38427890
1.02851056,1.15109325
0.49277353,0.80988946
1.46274007,0.82770300
1.12830448,0.91170680
1.25547624,1.00003809
1.44483211,0.50413662
1.10398096,1.39837591
0.74733845,1.20588143
1.04708240,0.84416180
0.49416959,0.87095188
0.75661500,1.18230664
0.19257481,0.90325188
1.00282822,1.45147721
1.75195851,1.19014599
1.47690359,0.23427278
0.59471205,1.16370102
1.51151134,1.36880994
0.92291120,0.52921317
0.70121721,0.93976586
0.17887927,0.53368530
2.51237593,1.41148120
0.94944754,1.61941936
0.70513218,1.32509635
0.35875592,0.32219204
0.63455250,1.05797477
1.80088345,0.85561544
1.24927105,1.14794520
0.59352745,0.73888527
0.67305043,1.34242200
1.02559575,0.92190326
1.46859058,0.75819508
0.59184307,0.64851756
1.11325091,1.66478477
1.88464321,0.96524374
0.65991373,0.70589401
1.20056794,1.73470946
0.55508762,0.69926994
0.72607076,1.20456207
0.48782736,0.36097427
0.74128443,1.13986335
2.71197645,0.31208890
0.97729255,1.90242593
1.35356144,0.46227137
0.40344262,1.51028843
0.61497976,0.78408613
0.00649167,1.60767597
3.10912537,0.67839451
0.46638427,0.62253342
0.39550663,1.14077251
1.99911972,1.14423353
0.50086318,0.96119641
1.23269456,0.98546350
0.86779002,0.84216779
1.03934607,1.04090560
0.41202667,0.46667290
0.50567348,1.19166555
0.42887390,2.01402057
1.32183746,1.00526819
1.26322449,0.28676296
2.37568513,1.25355074
0.04971583,0.80557247
1.51369700,0.97845004
0.22912164,0.98996708
1.17714680,0.86977782
1.25392678,0.69660333
0.81107596,1.69969595
0.51244903,1.05282479
2.02617826,0.49148877
0.15739007,1.47659874
1.21238866,0.76087044
1.00250124,1.08361232
1.69686532,1.40881653
0.70479969,0.55124235
0.65724277,1.04384752
1.38440697,0.73152164
1.44349110,0.80494539
0.73684914,1.41501259
0.27735429,0.29871434
1.22811930,2.14365213
1.28419698,0.56974122
0.50671545,1.39104953
0.79611098,1.02904319
0.91258863,0.53650970
1.68171233,0.80185375
0.30330787,0.68994994
1.13530589,1.91407502
0.58349978,0.53847075
1.39641468,1.08137499
0.52732402,0.51614681
1.03202958,1.27426219
1.50951381,1.41446484
0.94651637,0.95528229
1.05514725,0.89483165
1.78960399,1.29064531
0.43427396,0.79911222
0.57405890,0.98854121
0.47141733,0.66689809
1.64401062,1.16776087
0.83177132,0.36556953
1.66902664,1.37731181
1.92597589,1.21557930
0.51527229,1.64540213
0.72167236,0.67737262
0.43537580,0.74417938
0.95856843,0.77535787
1.90864108,1.51308791
1.66008950,0.70450862
0.69448392,0.99451107
0.20476464,0.87994902
1.03280835,1.12432182
0.20824683,0.80219387
0.83523642,1.19183372
1.90169798,0.46354382
1.11652880,1.56918320
0.80358646,1.58615521
1.07840010,0.86573972
0.55726028,0.67983890
1.88402166,0.57315664
0.44339813,1.36980325
1.24548667,0.85304741
1.07324371,0.37803675
1.32697215,1.79647474
0.71763234,0.87967662
0.22590332,0.60920655
0.79768421,1.89510526
1.15423882,0.50444697
1.09145678,1.18287223
1.72514622,0.75261045
0.64123940,0.91953451
0.03175274,1.47708635
1.48484115,0.81784298
0.42246040,0.93817891
2.30896735,0.54543623
0.50354164,0.68701312
0.57795862,1.36060995
2.01052420,1.70832580
0.07750053,0.67039355
1.79079607,1.42301452
0.55859335,0.54458060
0.70827666,1.28569991
1.28565791,0.49757994
1.26036241,0.95929730
0.50783353,0.98704249
2.37422219,1.13838381
0.26621635,1.23732244
2.01838154,0.52661315
0.11294384,1.52369677
1.51893551,0.58429074
0.49228009,1.25559564
1.85075103,1.16598360
0.79756552,1.16775553
0.24729197,1.00087928
1.18708526,0.57577974
0.57522404,0.64047517
1.57682928,1.45654642
0.62413964,0.94128940
0.96331731,0.39593358
1.05660064,1.19418468
0.73817564,2.21390576
1.97333477,0.34313088
0.24408545,1.09843406
1.23504565,0.94886580
0.38238563,0.50224017
1.05433370,1.17486039
0.60261483,1.42180677
1.13201843,0.70994455
0.49302374,0.79953408
1.51153267,1.18053814
1.17625887,0.67473858
1.71539814,1.10654004
0.47916511,1.44898431
1.00647487,1.15831909
1.27082989,0.75106701
1.72634064,1.03329180
0.62522389,1.47690568
1.15466183,0.30143871
0.74721626,0.55709335
2.11240714,1.25507814
1.09303457,0.79730521
0.49191542,1.65010098
0.69419337,0.93363771
1.72037116,0.87140062
0.34024470,1.11879857
0.91540776,1.27093700
0.54301928,0.66538180
0.65655456,0.75781174
2.07949381,1.41584502
0.83945744,0.71967519
1.07150214,1.27898369
0.06595288,0.65833077
1.30057437,0.62075107
2.14081407,1.28738197
0.15331903,0.88401091
0.58873401,1.79621404
0.50402004,1.31099084
1.52215375,0.20912625
0.63353530,1.12988546
0.61967809,0.70465852
1.95080677,1.00041040
1.59941345,1.16722939
0.46276701,0.87342458
0.39289673,0.97937348
1.02094426,0.90891153
1.31579888,1.34123623
0.74207812,1.37853815
1.18100030,0.59923486
0.24243351,0.41941694
1.61551348,2.26792241
1.34816040,0.24045993
0.91463909,1.10275663
0.80847861,0.94681310
1.16684359,0.75325216
1.33532206,0.84758938
0.86139466,0.92415312
0.23932210,1.30664610
0.51517843,1.30055252
1.65556942,1.37614060
1.29256705,0.53627054
0.48321225,1.13238387
1.21781545,0.76675997
1.57392284,1.23270182
0.86561872,0.21834615
0.74031451,1.41760149
1.36643490,1.53526703
0.65783721,0.54435696
0.70641447,0.73237590
1.00886977,0.88970395
1.20439978,1.68183239
0.42257120,0.98200818
1.66874809,1.15249695
1.01245002,0.76259544
2.74363480,0.87393879
0.34265914,1.21717624
0.75698282,0.65646541
0.98912199,0.88192176
0.70455943,0.69936253
0.29300883,1.26908350
0.93118764,1.38665189
0.90614468,1.23657850
0.63430242,0.91970934
1.41998093,0.93562679
0.64389506,0.59421285
0.32200586,1.09437103
2.59949880,1.19245204
0.68334675,1.40845202
0.81042541,0.36478892
1.07535097,0.55364113
1.32311011,1.58980210
1.43285036,0.80959599
0.09389990,0.85554593
1.26572867,1.55014461
0.31640448,0.97379255
1.31432953,1.66227068
1.02877332,0.12503180
1.20702722,0.98759856
0.49438455,0.72101425
1.28313217,0.98546127
1.54773491,1.27958603
1.42539103,0.93526264
0.44774033,0.87555608
0.10016292,1.41337420
1.06617948,0.85193907
1.63851703,1.05720923
1.58973474,1.17496539
0.90982435,0.77101405
0.71106738,0.86100160
0.63659651,1.41147230
0.78208640,0.76660561
0.85404933,0.76762896
1.79472254,1.15638030
1.43867822,0.58726498
0.97421674,0.59429111
0.16434766,2.44273149
1.27304714,0.81767471
0.76635127,0.63053611
0.73340259,0.99655041
2.17652775,1.05232672
0.33455390,0.90312359
1.17081880,0.97730645
1.76580055,0.45595406
0.46103539,1.87664208
0.78725428,0.28106431
1.33850274,1.42185096
1.51930589,0.82915541
0.30751373,1.15116757
1.75041240,1.04308832
0.21076270,1.03132875
2.33531323,1.42467359
0.33305376,0.64524037
0.51873072,0.91265634
0.60333241,0.71344907
1.05349473,0.91165614
0.39163945,0.94526495
0.91085732,1.26323314
0.74326543,0.87955013
1.67994312,1.29635563
1.18735526,1.57222048
1.43262810,0.91403407
0.43658638,0.04445732
1.15677254,1.22954554
1.58505335,0.97615730
0.18163886,1.37339388
0.52351473,0.88244056
1.42109748,0.96349226
1.25270124,0.68336040
0.46674771,0.70851413
0.73247662,1.80656948
0.80109668,0.55989736
0.48642934,1.72511215
1.34231757,0.69066640
2.19233802,1.16725900
0.85971021,0.36244380
0.70685490,1.48107846
0.86952775,0.69658912
0.63012075,0.57162682
2.04705219,1.00746011
1.64682546,1.61039350
0.54020651,1.06375950
1.03336025,1.10380872
0.56450027,0.62462159
0.76077357,1.22550351
1.06486433,0.81880527
1.03234853,1.63276449
1.00858507,0.17825311
1.76440122,1.07343833
0.59167446,1.36735158
1.52544338,0.67747374
1.55790124,0.78406364
0.52556435,0.86947914
1.17292251,1.30056566
0.50450454,1.85172846
1.33648890,0.55773149
1.00825944,0.97494342
1.73550414,1.02795502
0.62759622,0.73541119
1.00241006,0.46013310
1.10016555,1.54184102
0.87674960,1.02859272
0.97098113,0.89006131
0.30508206,0.92291112
1.20724765,0.94561091
0.94459616,1.75852756
0.97246111,0.43515698
0.88405007,1.11240005
1.41754724,0.75467202
0.59730933,1.74001007
0.57672045,0.64418227
0.75025169,0.77355487
1.76583427,0.61954052
1.02595868,0.94507456
1.03178978,1.26778210
0.87883664,0.83179237
1.26609702,1.91080171
0.39100804,0.67694820
0.46145690,0.82286904
1.50721836,1.22230902
0.90403110,0.91593907
1.11890722,0.34117552
0.61337771,1.47976915
0.67855776,1.00970574
1.24410096,0.70650857
0.82659511,1.41808775
1.41387961,0.65951932
0.72133872,0.99837182
0.98153583,0.85973450
0.55018106,1.86818125
1.49042365,0.89006255
1.65031887,0.70106680
1.36051233,0.91187117
0.56939203,0.83040345
1.46802003,1.11328841
0.26617694,0.85404127
0.07824250,0.78109831
1.01422160,0.93267829
2.58121673,1.60087171
0.36614090,1.24988058
1.71562721,0.94480077
0.41425960,0.51772173
1.25485290,1.28027042
1.37637736,0.63322692
0.85736159,1.30716415
0.51552132,1.11453673
0.86151007,1.00714018
1.20575787,0.39395214
0.88744666,1.14846695
0.27633359,0.72060232
1.33106254,1.73817382
1.01553107,0.89538641
1.35658184,1.06948343
0.83861027,1.32635446
0.97772650,0.69293844
0.75914425,0.85500859
1.42270170,0.87482946
1.82523891,0.59615000
0.77943348,1.06485021
0.48769683,1.84923812
1.56596629,0.40266102
1.32435746,0.77934317
0.36825704,1.84618881
0.86118476,0.49334439
0.82064226,1.14593569
0.58103789,0.89381483
1.09562230,1.39620491
1.50034731,0.55174707
0.56651422,1.03212304
0.76447120,1.01470675
1.37829810,0.89023428
0.18834993,0.72097539
1.67200410,0.77314055
0.63116305,1.87992065
1.94389488,1.25433516
0.18986007,1.15122566
0.43936243,0.41358916
1.35806967,0.36122725
2.07535456,1.78859810
0.89345197,0.70732014
0.24404796,0.87340040
0.99928303,1.19166244
1.43164544,0.68971149
2.03505805,1.39599935
0.37823043,0.78282521
0.68598647,1.22287955
1.47343212,0.81095884
0.57789319,1.38089137
1.05530446,1.06254055
0.67967339,0.87707474
0.85017364,0.90848931
0.55716992,0.63684718
1.65774208,0.98808841
1.17830935,0.83474851
1.57766990,1.06999635
0.17261221,1.53655727
0.63493117,0.94615812
0.48983965,1.03648158
1.47659565,1.10108525
0.90678736,1.02045142
0.89837479,0.74553310
1.90491778,0.39570184
0.96682829,1.62216123
0.19222660,1.34853429
0.97428967,0.51745913
0.28744259,0.63728368
1.45002302,1.23545438
1.86047778,0.73893134
1.56926915,1.92673282
0.45719689,0.77770932
1.19538375,1.03060302
0.57987819,0.83636262
1.18388439,1.08858959
0.93855310,0.93265644
0.23865364,0.28699722
0.72808682,1.49852869
2.21341344,0.86553554
0.60189727,0.79425390
0.70274379,1.78470675
0.81536686,0.91928950
2.15237845,0.76189494
0.65172904,0.97759787
0.55326629,0.78000790
1.00869304,1.59675122
1.36848793,0.76526091
1.86263954,0.90915973
1.77771381,0.65844518
0.29726613,0.98233881
1.24108818,1.30274919
0.17250041,0.59550934
0.64641419,1.02113878
1.26963703,1.98243593
1.18468590,0.82490419
0.59285574,0.66510477
2.09431385,1.20179108
0.10074977,0.41725033
2.34807194,1.09184001
0.29211160,0.90487243
0.74360643,1.30573617
0.80431913,0.91520146
0.25923450,1.19255760
1.35693957,0.37486117
1.45656287,1.63581461
0.54529121,1.27692887
0.78814976,0.40595428
0.51108345,1.50752434
1.73187986,0.64880249
2.35909816,1.11090545
0.17780030,1.25276909
1.01619735,0.64249807
0.61899596,0.28305667
0.88955702,1.11109788
0.99463049,1.64370473
0.99415853,1.47651867
0.33055575,0.58494233
1.60644087,1.19922439
1.62966225,0.81268395
0.90352968,0.90527616
0.95103477,0.80926609
0.57880664,1.41131757
1.07557649,0.37076809
0.86596146,1.61171733
1.00659031,0.62435236
0.29407148,0.85143851
1.70136047,1.20637533
1.54762277,1.26276816
0.71913447,0.62157034
0.45777985,1.98733127
1.95614606,0.55275739
0.47326779,0.75741467
0.77592678,0.68069472
1.46308528,0.97120287
1.77990965,1.29806942
0.55964958,0.54421569
0.87704347,1.34332411
1.73868084,0.82233546
0.28915914,1.66859442
1.93549589,1.08116582
0.17020946,0.52471677
0.97351535,0.88680033
0.69746993,0.93847373
1.25902387,1.33708580
1.58901608,1.17180399
1.29783558,0.41775233
0.57987458,1.27167084
0.47897492,0.63324206
0.79406913,0.84179798
1.00334422,1.28599864
0.75181553,1.78548942
0.42103780,0.76732405
1.22748187,0.61427367
0.85073797,1.33702108
1.94529874,0.81069882
0.59480986,0.83501010
0.47601034,0.90707710
1.11581137,0.47154750
0.78315804,1.85137972
1.09772683,0.71410878
1.12815621,1.30339001
1.52353376,0.71936043
0.77143785,0.97990279
0.62156230,1.48533577
1.75685661,0.82104445
0.52428232,0.66576838
0.99574251,1.49793305
0.62049814,0.73128246
1.34825601,0.55063466
0.66193145,1.23215860
0.54677286,0.92815046
2.20518767,0.58863822
0.39158733,1.69058092
0.96544794,1.54176625
2.53764613,0.66895233
0.14120698,0.94952628
1.30197559,0.71044845
0.56161200,0.87131654
1.25110354,0.80260439
0.57804255,1.79068438
1.38532032,0.48248576
0.71199111,0.90049737
0.38727108,0.69598607
1.27401537,1.86393335
1.54654239,0.49999179
1.00517871,1.16361913
0.44136538,1.13668444
1.40107179,1.07974473
0.95713310,1.30411409
1.43277688,0.45203057
0.19154083,0.67680732
1.21519824,1.29785311
1.80853425,0.45799512
0.46676967,1.25520126
0.23104474,1.36607459
2.30397518,1.27109190
0.92542134,0.89084117
0.28721620,0.99624286
1.15929661,0.71004825
1.14386169,1.30982391
1.68678813,0.69398988
0.06163395,0.90495978
0.57579738,1.15102535
0.27091266,1.14259211
2.26878662,1.13111157
0.79953953,0.07643543
0.22298926,1.15869007
1.50472544,1.75055930
0.37071677,1.21558218
0.64153307,1.08744212
1.14433445,0.39699951
0.23608487,1.06454198
0.87301515,0.93947697
2.38275471,1.13349299
0.99607172,0.50398490
1.26829515,1.02310184
1.05093285,1.48619530
1.27732086,0.82050711
0.80133492,1.19615488
1.96203517,1.42820930
1.00744863,0.58510170
0.38432967,0.38398922
1.41668145,1.70225973
0.51515561,1.19778490
0.43997817,0.67846102
1.68774328,0.75669229
0.63448173,1.04995566
0.71452097,0.48976029
1.27340266,1.47485688
1.22983151,1.13003066
0.34997139,1.17534024
1.57537378,1.19301340
1.71033452,1.26049741
1.30537611,0.35649684
0.36077680,1.08551355
1.04003776,0.48670298
0.92539003,1.25980076
0.45541754,1.32884425
1.09269501,0.65266578
0.20684767,1.42028626
1.91416294,0.38233735
1.04212800,1.48159337
0.41015126,1.04474196
1.77918957,0.98253239
0.78973686,1.28422818
1.59885966,0.91091017
0.83138408,0.42003341
0.54606369,1.64379788
0.85912404,0.42295139
1.25148036,0.88513253
1.32024347,1.21450226
0.27630254,0.29089788
1.66764249,2.64709014
0.69037040,0.51471736
1.18402130,0.69127489
0.43314703,0.93843180
1.73852541,1.15794366
0.46859861,0.87069000
0.76481609,0.84096366
1.25572579,1.40424552
1.36192522,0.53351812
0.94216112,1.09053257
0.23546424,1.03354411
1.66167156,0.88500452
1.10154776,1.17287385
1.03022554,1.17602479
1.36414961,1.43751512
0.65701175,0.44882392
0.82129695,1.48435645
0.55464443,0.45993232
0.89477918,0.98931930
2.08236767,0.27003700
0.89679793,1.72139812
0.48549651,1.14002145
1.15007576,0.60881437
0.52658635,1.52625232
1.09109366,0.97154114
0.92778016,1.27338465
1.84078466,0.54023035
0.25654144,0.77787073
1.53019971,1.13569005
1.02097393,1.49012568
0.52760290,0.63358070
1.67592448,1.02429318
1.55361327,0.33282169
0.70771824,1.41091948
0.26077873,0.76136449
0.57188227,1.89605900
2.13823603,0.84447364
0.21480443,1.15374657
0.28401601,0.64799192
1.45417515,0.64393958
1.36544445,1.54027195
0.46233659,0.37153741
1.64780527,1.15377692
0.23786380,0.80909035
2.61249785,1.46011485
0.41830442,0.90136900
0.71856442,1.34972126
0.67900219,0.50969536
0.32491368,1.03546593
1.74729342,1.38207360
1.25040684,1.13142484
0.99757037,0.97263672
0.60238768,0.18597464
1.20889215,1.37523491
1.06197306,1.16175401
0.17459017,0.48330880
1.50103959,0.81553339
0.31807358,1.84065148
1.91335658,0.98025366
1.00902682,1.29255398
0.48122603,0.77743943
0.93368340,0.84664362
1.48728437,0.49349860
1.60745621,1.39455365
1.24872257,0.67347449
0.86005829,1.60439271
1.81429481,0.81489952
0.26089052,0.48887028
1.04004709,0.97019569
1.33815923,1.58591743
0.75719344,1.29605116
0.95680777,0.46875409
0.83071524,1.15765172
0.83256429,1.50336540
0.21863345,0.42111622
0.86911287,0.96097118
2.38502467,0.85816050
0.45170207,0.72196142
0.61170273,0.95649662
0.98400268,1.75715777
1.58362370,0.73341115
0.74204102,1.59021237
1.25201472,0.36604634
1.10615252,1.17150560
0.70498570,0.83119652
0.44794386,1.05516504
0.94009579,1.11713919
0.37268733,0.93852405
2.41426211,0.70928131
0.22887828,1.12634753
0.78616744,1.03501364
1.65234659,0.81874566
0.21066978,0.84115508
1.22191815,2.03797409
1.22163785,0.93547062
0.27477191,0.53917654
1.22394939,0.96287050
0.32976021,0.78331330
1.79304901,0.91795194
0.96122124,1.16200284
0.32338558,0.87748903
1.46923155,0.99125328
0.11767904,1.02271451
1.19487285,1.61936657
2.19383178,0.69062805
1.12730285,0.78286435
1.86462436,1.39076068
0.87065087,0.49950520
0.21746278,1.35878009
1.88546898,1.11896603
0.98639282,0.84298350
0.13143166,0.71785622
0.58256175,0.55964049
1.23628429,1.20864871
1.11784801,1.29770585
2.91094549,1.57286517
0.51434445,1.09161636
0.18177264,0.12518371
0.44392204,1.72591251
1.70602094,0.83301992
0.46905625,0.52627187
0.64487517,0.66442532
0.71417181,1.52305395
0.45091135,1.15204237
0.86600230,0.87115251
1.45396022,0.74806503
0.94740128,1.13718006
1.63248716,1.40803680
1.25262345,0.60431145
0.71245820,1.54108825
0.17170636,0.86877128
2.13556824,0.65476982
0.96847961,1.16645868
1.16420147,0.61261690
0.73192610,1.09498589
1.40561442,0.94489616
0.78409622,0.72576139
1.17369434,1.48088318
1.52870919,1.74951245
0.64598337,0.57163402
1.01059455,0.74787499
1.64009082,1.01763896
0.36035864,0.40576353
1.25711781,2.02248292
0.80180397,0.46017022
0.96922124,0.84251919
0.22522414,1.06336009
1.40054417,1.09492318
0.86360668,0.58763349
2.29416315,1.69930886
0.41861952,0.63379486
0.22864874,1.46935699
1.92745238,1.07262076
0.84437489,0.90051349
0.28991725,0.49098689
0.57011585,1.29863982
0.09586200,0.56266757
1.93190363,0.83940672
1.27578004,1.23423034
0.28667453,1.56875590
0.27491950,0.78388078
2.15723078,0.72758716
1.43277727,1.65424878
0.63285689,0.55876478
1.69318731,0.97126454
0.89415973,1.00656671
0.41205584,0.93417340
1.18242825,1.21939291
1.26130150,0.84658363
0.60706152,1.06657512
2.25054769,0.27222906
0.58882768,1.05465971
1.25956410,2.02780684
1.26671043,0.86144025
0.68944345,1.21096648
1.23120204,0.48798296
0.60075068,1.18741027
0.66502797,0.58810799
0.51113323,1.11506267
1.02412038,0.87517500
1.01686718,1.27611349
1.73469670,0.72858958
0.20594050,0.99327386
0.48829665,1.65724459
2.14570180,0.60865515
0.16411270,0.97463245
1.06832612,0.84030671
0.95423388,1.58466788
1.37773229,0.84952455
0.82208836,0.99620831
1.48275969,0.49451008
0.68034088,0.68646212
0.68785041,1.49718349
1.10431516,0.75073576
1.09967844,0.99442239
0.41770936,1.69760812
0.77512251,1.00191343
0.94479685,1.01388397
1.39438961,0.47515878
1.26479784,1.13946317
1.51952227,1.03247440
2.13480400,0.39057972
0.54897499,1.90813520
1.08296258,0.70541582
1.81750675,0.51664647
0.45529343,1.47950822
0.81237342,0.52872680
1.11181543,1.44893864
0.30604954,1.73184625
0.67627200,0.26143847
1.06125560,0.96049333
0.76726292,1.13990013
0.63082864,1.02027248
1.70373136,0.90993522
0.70023766,0.47203033
1.45960441,0.89557763
1.11608922,1.39138183
0.35005188,1.59092652
1.89088755,0.76087102
0.51695034,1.26570683
0.46343756,0.30333364
1.52926547,1.38800945
0.86652126,0.89275478
0.82788639,0.94925191
0.33983923,1.20738724
0.54116244,0.89638691
1.68460077,0.55903061
1.13960133,1.17012660
1.54437757,0.95015595
0.51332990,1.13759196
1.59009149,1.27700628
0.81441235,1.13227709
1.27434122,1.36730319
1.05998475,0.55395898
0.34875163,0.60290569
0.66069912,0.75544615
1.12130874,1.29488849
1.55954359,0.90731187
1.21022268,1.43074895
0.88922114,0.42238400
0.67320952,1.29467984
1.37712440,1.34139419
1.21172109,1.28411535
1.22864912,0.16960307
0.86942472,1.09576966
0.36620355,1.67690294
0.81715025,0.53306804
2.67894156,0.94420833
0.43684322,0.98512082
0.46995698,1.02360530
1.40078171,0.34098784
0.74183062,1.18118197
0.56960673,2.07884049
1.91079792,0.76593325
0.65479975,0.85196754
1.47045450,0.89830865
1.32048929,0.90309055
0.20769141,1.05285209
0.86311402,0.80096479
1.23127263,1.10579485
0.77592209,0.54691530
0.48616942,1.82213020
0.78882005,0.64942737
0.63312024,0.67275401
1.52074387,1.38319653
1.88808925,0.99771011
0.51366512,1.31476706
1.01014241,0.97065236
0.58649640,0.86004001
0.80654529,0.80023101
1.34005213,0.84897879
0.29495634,1.27474902
1.65200055,0.18062832
0.70615981,1.65000810
1.39782599,0.76105348
0.24894721,1.77671357
1.04480219,0.74499988
0.91171554,1.11806935
1.00059860,0.93973797
1.49551747,0.41742819
0.94866532,0.91546376
1.55829878,1.79224694
0.13778654,0.67371716
2.07518940,1.00406948
1.30602366,0.41482204
0.89830069,1.06274799
0.95391593,1.66893695
1.70561455,0.68902364
0.68530593,1.34642343
0.57815874,1.30187929
0.24548735,0.34058995
0.60518468,1.47435293
1.96725940,0.65505818
0.96442618,0.56522597
1.47651147,0.96108521
1.38980809,1.34988789
1.23906817,0.89249426
0.52972642,1.31617101
0.91444680,1.35056273
1.01768847,0.52786459
0.40035762,0.78151079
1.58406002,1.66932438
0.63404367,0.46048056
0.92303006,1.40900767
0.98945660,0.40113758
0.96105620,1.32570640
0.31063057,0.98040538
0.95901840,0.66197847
1.37815646,0.96152675
0.78632491,0.90667200
0.62441884,2.16397843
1.13918935,0.81041375
1.67649596,0.59499193
0.77546360,0.76290012
0.91473787,1.23299667
1.79185467,0.65557901
0.42440303,1.06372814
0.64216701,0.98581363
1.35946719,1.30912362
0.95620834,0.57292054
0.49447298,1.17687520
1.28962405,1.36442776
2.05268540,0.91440347
0.99695697,0.84478053
0.68221361,0.97537708
0.46857474,1.31762679
1.08966607,1.10003172
1.19883229,0.70978620
0.69769870,0.41641010
0.30451868,1.32665980
1.79311075,0.44620807
0.90281396,1.70827580
1.25424064,1.51736870
0.29512497,0.26732892
0.62643681,1.74507441
2.32162985,0.74542213
0.50086527,0.62913601
1.02379868,0.95251078
0.84004778,0.89920248
0.95804582,1.33531102
0.95510904,0.86224962
1.14891060,1.02277805
1.00053181,0.87814090
0.84960166,0.81160669
0.71743019,1.22868300
1.10668389,1.41523199
